id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,sqft_living15,sqft_lot15,price
0.283715564,0.375,0.416666667,0.267365662,0.002484386,0.4,0,0,0.5,0.555555556,0.321766562,0,0.895652174,0.207070707,0.314614231,0.386138614,0.009625319,0.042843602
0.804991913,0.625,0.541666667,0.376146789,0.008295218,0.4,0,1,0.75,0.555555556,0.452681388,0,0.591304348,0.035353535,0.684052658,0.43960396,0.024437484,0.166066351
0.820889664,0.5,0.5,0.19266055,0.005650296,0.4,0,0,0.5,0.555555556,0.231861199,0,0.791304348,0.292929293,0.547242126,0.302970297,0.01854933,0.067298578
0.153086059,0.375,0.375,0.23197903,0.012470997,0,0,0.75,0.75,0.555555556,0.190851735,0.234309623,0.513043478,0.833333333,0.426762206,0.362376238,0.042925626,0.109004739
0.97139738,0.375,0.291666667,0.115334207,0.004695555,0,0,0,0.5,0.444444444,0.138801262,0,0.469565217,0.742424242,0.431761373,0.108910891,0.019038833,0.04056872
0.514958504,0.375,0.291666667,0.28034076,0.004871237,0.4,0,0,1,0.555555556,0.337381703,0,0.634782609,0.833333333,0.442092985,0.348514851,0.020803867,0.081516588
0.96833494,0.375,0.291666667,0.152031455,0.000239291,0.8,0,0,0.5,0.555555556,0.1829653,0,0.991304348,0.575757576,0.831528079,0.166336634,0.00571871,0.08985782
0.119813213,0.375,0.375,0.167758847,0.003241635,0,0,0,0.5,0.444444444,0.115141956,0.230125523,0.686956522,0.611111111,0.72287952,0.138613861,0.008048555,0.066350711
0.329880469,0.375,0.458333333,0.313237221,0.001914328,0.2,0,0,1,0.444444444,0.219242902,0.418410042,0.217391304,0.722222222,0.661889685,0.138613861,0.007860285,0.045995261
0.344186811,0.5,0.416666667,0.306684142,0.006300319,0.4,0,0,0.5,0.777777778,0.369085174,0,0.773913043,0.015151515,0.67322113,0.398019802,0.024449251,0.170616114
0.377042601,0.5,0.416666667,0.243774574,0.002422594,0.4,0,0,0.5,0.444444444,0.293375394,0,0.913043478,0,0.267122146,0.293267327,0.009171117,0.040189573
0.128512909,0.375,0.166666667,0.081258191,0.006918841,0,0,0,0.75,0.444444444,0.097791798,0,0.591304348,0.207070707,0.307615397,0.053465347,0.028181709,0.024454976
0.182187181,0.625,0.375,0.369593709,0.011818551,0,0,0,0.5,0.555555556,0.192429022,0.669456067,0.565217391,0.015151515,0.75454091,0.524752475,0.045886176,0.237914692
0.154007845,0.625,0.541666667,0.575360419,0.029953777,0,0,0,0.75,0.888888889,0.424290221,0.711297071,0.634782609,0.02020202,0.791534744,0.552475248,0.090033206,0.182938389
0.105567795,0.375,0.333333333,0.115334207,0.003006585,0,0,0,0.75,0.444444444,0.138801262,0,0.626086957,0.166666667,0.931011498,0.178217822,0.009613552,0.047393365
0.896375628,0.5,0.333333333,0.31061599,0.004336316,0.2,0,0,1,0.444444444,0.294952681,0.209205021,0.139130435,0.626262626,0.898683553,0.152475248,0.016819597,0.094028436
0.549971434,0.5,0.416666667,0.262123198,0.002635835,0.4,0,0,0.5,0.555555556,0.315457413,0,0.913043478,0.186868687,0.305449092,0.332673267,0.010213663,0.054028436
0.349274458,0.375,0.291666667,0.184796855,0.0302173,0,0,0,1,0.444444444,0.111987382,0.292887029,0.565217391,0.207070707,0.289285119,0.237623762,0.117360639,0.051943128
0.332263516,0.5,0.666666667,0.399737877,0.020871625,0.4,0,0,0.75,0.777777778,0.3170347,0.435146444,0.747826087,0.373737374,0.674387602,0.495049505,0.08086209,0.143601896
0.409583049,0.5,0.291666667,0.180865007,0.004029175,0,0,0,0.5,0.444444444,0.078864353,0.368200837,0.486956522,0.035353535,0.709715047,0.186138614,0.01609711,0.057819905
0.242180288,0.375,0.166666667,0.086500655,0.002672183,0,0,0,0.5,0.444444444,0.104100946,0,0.356521739,0.580808081,0.643392768,0.02970297,0.010354866,0.076777251
0.639868476,0.375,0.166666667,0.134993447,0.002672183,0,0,0,0.75,0.444444444,0.083596215,0.209205021,0.486956522,0.666666667,0.882852858,0.077227723,0.011844555,0.063507109
0.154612339,0.5,0.416666667,0.402359109,0.023646794,0.4,0,0,0.5,0.777777778,0.484227129,0,0.886956522,0.045454545,0.27412098,0.516831683,0.091993571,0.122274882
0.5182258,0.375,0.416666667,0.25819135,0.002696415,0.4,0,0,0.5,0.555555556,0.310725552,0,0.895652174,0.186868687,0.289451758,0.318811881,0.01106794,0.05971564
0.755570877,0.5,0.416666667,0.19921363,0.003174392,0.4,0,0,0.5,0.444444444,0.239747634,0,0.8,0.186868687,0.285785702,0.223762376,0.01352016,0.054028436
0.957172446,0.25,0.166666667,0.214941022,0.003677811,0,0,0,0.5,0.444444444,0.099369085,0.422594142,0.417391304,0.590909091,0.616397267,0.194059406,0.014261474,0.053080569
0.153804332,0.375,0.25,0.170380079,0.004884565,0,0,0,0.5,0.555555556,0.205047319,0,0.556521739,0.292929293,0.505915681,0.21980198,0.019149442,0.053270142
0.114115039,0.375,0.166666667,0.076015727,0.003625713,0,0,0,0.5,0.333333333,0.09148265,0,0.452173913,0.626262626,0.914680887,0.164356436,0.015398156,0.04549763
0.429536795,0.375,0.25,0.230668414,0.001787716,0.4,0,0,0.5,0.666666667,0.239747634,0.10041841,0.217391304,0.595959596,0.760206632,0.253465347,0.009742988,0.163981043
0.263283778,0.625,0.375,0.298820446,0.004695555,0.2,0,0,1,0.444444444,0.359621451,0,0.530434783,0.45959596,0.188968505,0.168316832,0.017662107,0.043601896
0.338896017,0.375,0.541666667,0.313237221,0.003410048,0.4,0,0,0.5,0.666666667,0.252365931,0.330543933,0.92173913,0.277777778,0.575404099,0.22970297,0.01574175,0.073175355
0.134434907,0.25,0.375,0.161205767,0.000842668,0.4,0,0,0.75,0.444444444,0.194006309,0,0.686956522,0.277777778,0.567405432,0.23960396,0.003212362,0.026540284
0.392600509,0.25,0.291666667,0.085190039,0.000252619,0.4,0,0,0.5,0.444444444,0.060725552,0.110878661,0.92173913,0.681818182,0.603066156,0.057425743,0.001049607,0.0492891
0.282870977,0.5,0.416666667,0.209698558,0.004091573,0.4,0,0,0.5,0.444444444,0.252365931,0,0.765217391,0.111111111,0.186968839,0.245544554,0.016120644,0.031943128
0.51128427,0.625,0.458333333,0.411533421,0.003455483,0.4,0,0,0.75,0.777777778,0.495268139,0,0.87826087,1,0.788368605,0.352475248,0.013155387,0.194312796
0.422932821,0.375,0.166666667,0.107470511,0.005967735,0,0,0,0.5,0.444444444,0.129337539,0,0.539130435,0.111111111,0.240793201,0.120792079,0.023157246,0.01478673
0.611530623,0.375,0.25,0.157273919,0.002635835,0,0,0,0.5,0.555555556,0.143533123,0.121338912,0.339130435,0.585858586,0.849025162,0.164356436,0.009036974,0.067298578
0.611530623,0.375,0.25,0.157273919,0.002635835,0,0,0,0.5,0.555555556,0.143533123,0.121338912,0.339130435,0.585858586,0.849025162,0.164356436,0.009036974,0.118483412
0.149758815,0.5,0.416666667,0.382699869,0.005816285,0,0,0,0.5,0.444444444,0.3170347,0.380753138,0.4,0.196969697,0.682886186,0.23960396,0.012672944,0.157345972
0.347030699,0.375,0.291666667,0.207077326,0.009106385,0,0,0,0.5,0.444444444,0.249211356,0,0.582608696,0.156565657,0.300116647,0.2,0.035197131,0.032701422
0.110717591,0.5,0.25,0.102228047,0.003483955,0,0,0,0.75,0.444444444,0.123028391,0,0.652173913,0.111111111,0.210131645,0.083168317,0.013508393,0.023507109
0.072302877,0.375,0.291666667,0.187418087,0.024929273,0,0,0,1,0.444444444,0.130914826,0.251046025,0.695652174,0.186868687,0.388935177,0.18019802,0.316237607,0.045308057
0.745507577,0.375,0.416666667,0.254259502,0.021928746,0.4,0,0.5,0.5,0.666666667,0.305993691,0,0.8,0.222222222,0.510414931,0.358415842,0.080967992,0.068720379
0.197470375,0.375,0.416666667,0.221494102,0.007628233,0.2,0,0,1,0.666666667,0.140378549,0.334728033,0.086956522,0.51010101,0.773204466,0.289108911,0.009036974,0.147076777
0.527951245,0.375,0.333333333,0.209698558,0.001713808,0.2,0,0,0.75,0.444444444,0.167192429,0.225941423,0.252173913,0.585858586,0.833194468,0.172277228,0.006631821,0.090995261
0.732943202,0.375,0.375,0.237221494,0.064786668,0.4,0,0,0.75,0.555555556,0.285488959,0,0.72173913,0.383838384,0.99250125,0.362376238,0.110884141,0.118473934
0.248122612,0.375,0.416666667,0.332896461,0.004521691,0.4,0,0,0.5,0.555555556,0.400630915,0,0.434782609,0.015151515,0.673054491,0.322772277,0.017539731,0.192417062
0.629469379,0.375,0.166666667,0.108781127,0.020154964,0,0,0,0.5,0.444444444,0.130914826,0,0.469565217,0.287878788,0.433261123,0.178217822,0.033535645,0.040758294
0.133988225,0.375,0.416666667,0.256880734,0.005667864,0,0,0,0.75,0.555555556,0.170347003,0.368200837,0.67826087,0.287878788,0.442592901,0.299009901,0.017655046,0.056872038
0.054386535,0.375,0.166666667,0.169069463,0.002033065,0.2,0,0,0.75,0.444444444,0.124605678,0.209205021,0.339130435,0.585858586,0.850358274,0.099009901,0.007872052,0.072985782
0.358066826,0.25,0.291666667,0.112712975,0.001117095,0,0,0,0.75,0.555555556,0.135646688,0,0.739130435,0.994949495,0.339610065,0.104950495,0.010133648,0.021516588
0.187376576,0.5,0.416666667,0.361730013,0.016591648,0.4,0,0,0.75,0.777777778,0.43533123,0,0.791304348,0.383838384,0.921346442,0.445544554,0.080817375,0.114691943
0.317731255,0.625,0.291666667,0.216251638,0.007083619,0.4,0,0,0.75,0.444444444,0.260252366,0,0.365217391,0.257575758,0.773537744,0.348514851,0.020646191,0.074881517
0.970077664,0.5,0.416666667,0.252948886,0.005437054,0.4,0,0,0.5,0.555555556,0.304416404,0,0.730434783,0.131313131,0.601733044,0.237623762,0.021123927,0.099099526
0.340961316,0.375,0.291666667,0.115334207,0.001622938,0,0,0,1,0.333333333,0.050473186,0.234309623,0.043478261,0.515151515,0.841193134,0.126732673,0.006768317,0.093838863
0.25578557,0.375,0.291666667,0.152031455,0.007239915,0,0,0,0.75,0.444444444,0.123028391,0.158995816,0.695652174,0.186868687,0.308115314,0.158415842,0.025877751,0.037440758
0.622214451,0.375,0.291666667,0.222804718,0.003222856,0,0,0.5,0.5,0.444444444,0.110410095,0.418410042,0.617391304,0.54040404,0.616397267,0.267326733,0.011390353,0.048331754
0.910728676,0.5,0.416666667,0.373525557,0.009403226,0.4,0,0.75,0.5,0.666666667,0.337539432,0.29707113,0.87826087,0,0.234627562,0.376237624,0.018490496,0.076777251
0.367787139,0.375,0.583333333,0.524246396,0.003453665,0.4,0,0,0.5,0.555555556,0.378548896,0.669456067,0,0.585858586,0.86752208,0.215841584,0.013390724,0.126161137
0.340961308,0.375,0.583333333,0.158584535,0.000274427,0.8,0,0,0.5,0.555555556,0.190851735,0,0.956521739,0.515151515,0.841359773,0.174257426,0.005897567,0.084075829
0.411943604,0.25,0.166666667,0.065530799,0.003714159,0,0,0,0.75,0.333333333,0.078864353,0,0.391304348,0.893939394,0.538910182,0.089108911,0.014402677,0.024725118
0.350363171,0.5,0.333333333,0.155963303,0.005422515,0,0,0,0.5,0.333333333,0.187697161,0,0.434782609,0.843434343,0.53157807,0.225742574,0.019627178,0.018350711
0.171391275,0.5,0.166666667,0.161205767,0.001413331,0.2,0,0,0.75,0.444444444,0.194006309,0,0.217391304,0.722222222,0.682386269,0.172277228,0.00795442,0.087203791
0.739453305,0.375,0.416666667,0.26474443,0.003528785,0,0,0.5,0.5,0.555555556,0.186119874,0.351464435,0.556521739,0.888888889,0.992001333,0.316831683,0.023995048,0.110900474
0.678076395,0.375,0.333333333,0.140235911,0.005139001,0,0,0,0.5,0.444444444,0.168769716,0,0.756521739,0.166666667,0.91868022,0.166336634,0.019871929,0.06
0.367787125,0.25,0.166666667,0.051114024,0.003241635,0,0,0,0.5,0.333333333,0.061514196,0,0.460869565,0.585858586,0.87052158,0.192079208,0.012567042,0.060663507
0.35740941,0.5,0.291666667,0.22542595,0.002272356,0.2,0,0,1,0.444444444,0.211356467,0.158995816,0.208695652,0.590909091,0.587235461,0.21980198,0.008801636,0.07014218
0.332155656,0.375,0.375,0.331585845,0.005788418,0.4,0,0,0.5,0.666666667,0.399053628,0,0.782608696,0.257575758,0.853524413,0.388118812,0.031375244,0.131753555
0.445440492,0.5,0.458333333,0.31061599,0.010383411,0.2,0,0,0.5,0.555555556,0.252365931,0.322175732,0.12173913,0.015151515,0.727545409,0.459405941,0.024981114,0.260663507
0.411821647,0.375,0.375,0.22542595,0.004575001,0,0,0.5,0.5,0.555555556,0.195583596,0.20083682,0.582608696,0.893939394,0.552574571,0.38019802,0.018949405,0.07014218
0.887331797,0.5,0.375,0.233289646,0.004944539,0,0,0,0.5,0.555555556,0.154574132,0.334728033,0.67826087,0.111111111,0.225629062,0.267326733,0.018215151,0.03507109
0.236044651,0.625,0.583333333,0.254259502,0.002611603,0.4,0,0,1,0.444444444,0.211356467,0.251046025,0.226086957,0.515151515,0.831194801,0.19009901,0.010119528,0.141706161
0.797910945,0.5,0.416666667,0.221494102,0.002217834,0.4,0,0,0.5,0.444444444,0.266561514,0,0.904347826,0.323232323,0.590568239,0.243564356,0.007267233,0.067298578
0.372056736,0.375,0.291666667,0.089121887,0.00437751,0,0,0,0.75,0.444444444,0.107255521,0,0.747826087,0.45959596,0.164305949,0.134653465,0.016520718,0.025971564
0.970078674,0.5,0.375,0.213630406,0.005424333,0,0,0,0.5,0.555555556,0.167192429,0.238493724,0.747826087,0.131313131,0.594567572,0.261386139,0.021493407,0.110995261
0.125317899,0.375,0.583333333,0.467889908,0.06689788,0.2,0,0,0.5,0.666666667,0.32807571,0.623430962,0.773913043,0.257575758,0.865689052,0.344554455,0.206720779,0.134407583
0.907374936,0.375,0.416666667,0.213630406,0.0009923,0.4,0,0,0.5,0.555555556,0.159305994,0.259414226,0.991304348,0.141414141,0.62356274,0.188118812,0.002358085,0.071705403
0.280439312,0.5,0.583333333,0.230668414,0.000986848,0.8,0,0,0.5,0.666666667,0.277602524,0,0.913043478,0.535353535,0.826362273,0.158415842,0.00382424,0.113744076
0.092548528,0.375,0.291666667,0.123197903,0.010141697,0,0,0,0.75,0.444444444,0.148264984,0,0.486956522,0.01010101,0.24695884,0.16039604,0.043784609,0.023507109
0.370733957,0.5,0.291666667,0.214941022,0.004356307,0,0,0,0.5,0.444444444,0.099369085,0.422594142,0.591304348,0.01010101,0.255624063,0.2,0.017603272,0.027488152
0.408657068,0.5,0.375,0.289646134,0.005666047,0,0,0,0.75,0.555555556,0.151419558,0.523012552,0.591304348,0.136363636,0.985502416,0.16039604,0.023006629,0.071469194
0.405095693,0.25,0.166666667,0.106159895,0.002296588,0,0,0,0.5,0.333333333,0.127760252,0,0.704347826,0.626262626,0.893184469,0.063366337,0.011896329,0.058293839
0.280439429,0.375,0.375,0.103538663,0.00036348,0.8,0,0,0.5,0.555555556,0.124605678,0,0.991304348,0.535353535,0.824362606,0.120792079,0.001529696,0.084350711
0.429536686,0.25,0.166666667,0.095674967,0.001545396,0,0,0,0.5,0.444444444,0.115141956,0,0.217391304,0.595959596,0.760373271,0.085148515,0.006918933,0.111848341
0.179694252,0.625,0.416666667,0.319790301,0.00528621,0,0,0,0.75,0.555555556,0.184542587,0.531380753,0.591304348,0.025252525,0.655224129,0.411881188,0.020509695,0.085819905
0.144630472,0.375,0.166666667,0.161205767,0.004803993,0,0,0,0.75,0.444444444,0.099369085,0.251046025,0.539130435,0.287878788,0.464589235,0.172277228,0.018636405,0.02464455
0.623598363,0.375,0.166666667,0.089121887,0.004511998,0,0,0,0.75,0.444444444,0.088328076,0.050209205,0.2,0.666666667,0.894684219,0.162376238,0.017132596,0.065402844
0.616628288,0.5,0.375,0.216251638,0.004766434,0,0,0,0.75,0.555555556,0.157728707,0.271966527,0.530434783,0.025252525,0.619896684,0.295049505,0.019212983,0.08056872
0.154110597,0.5,0.416666667,0.431192661,0.190660383,0.4,0,0,0.75,0.666666667,0.518927445,0,0.817391304,0.383838384,0.940843193,0.415841584,0.205522909,0.160473934
0.081147422,0.5,0.166666667,0.28440367,0.002030036,0.4,0,0,0.5,0.555555556,0.313880126,0.075313808,0.043478261,0.545454545,0.763039493,0.289108911,0.007860285,0.15450237
0.326886813,0.25,0.416666667,0.267365662,0.036550939,0.4,0,0,0.5,0.444444444,0.321766562,0,0.930434783,0.131313131,0.581069822,0.237623762,0.45463039,0.067298578
0.820519312,0.625,0.333333333,0.246395806,0.007179335,0,0,0,0.75,0.555555556,0.11829653,0.472803347,0.52173913,0.156565657,0.351941343,0.122772277,0.040807585,0.034691943
0.201743944,0.375,0.166666667,0.137614679,0.001699875,0,0,0,0.5,0.444444444,0.094637224,0.188284519,0.408695652,0.515151515,0.849525079,0.140594059,0.009269958,0.082654028
0.341012223,0.375,0.333333333,0.128440367,0.001478758,0.4,0,0,0.5,0.555555556,0.154574132,0,0.782608696,0.515151515,0.843692718,0.15049505,0.00571871,0.086667299
0.133580202,0.375,0.166666667,0.095674967,0.002635835,0.2,0,0,0.5,0.444444444,0.115141956,0,0.408695652,0.535353535,0.795700717,0.134653465,0.010213663,0.091943128
0.053470721,0.375,0.166666667,0.114023591,0.004574395,0,0,0,0.75,0.444444444,0.137223975,0,0.469565217,0.01010101,0.246625562,0.186138614,0.018763488,0.039421801
